# JIS-X0213 aka Shift JIS character mapping table
0x00 0x0000
0x8749 0x2469
0x874a 0x246a
0x874b 0x246b
0x874c 0x246c
0x874d 0x246d
0x874e 0x246e
0x874f 0x246f
0x8750 0x2470
0x8751 0x2471
0x8752 0x2472
0x8753 0x2473
0x8754 0x2160
0x8755 0x2161
0x8756 0x2162
0x8757 0x2163
0x8758 0x2164
0x8759 0x2165
0x875a 0x2166
0x875b 0x2167
0x875c 0x2168
0x875d 0x2169
0x875e 0x216a
0x875f 0x3349
0x8760 0x3314
0x8761 0x3322
0x8762 0x334d
0x8763 0x3318
0x8764 0x3327
0x8765 0x3303
0x8766 0x3336
0x8767 0x3351
0x8768 0x3357
0x8769 0x330d
0x876a 0x3326
0x876b 0x3323
0x876c 0x332b
0x876d 0x334a
0x876e 0x333b
0x876f 0x339c
0x8770 0x339d
0x8771 0x339e
0x8772 0x338e
0x8773 0x338f
0x8774 0x33c4
0x8775 0x33a1
0x8776 0x216b
0x877e 0x337b
0x8780 0x301d
0x8781 0x301f
0x8782 0x2116
0x8783 0x33cd
0x8784 0x2121
0x8785 0x32a4
0x8786 0x32a5
0x8787 0x32a6
0x8788 0x32a7
0x8789 0x32a8
0x878a 0x3231
0x878b 0x3232
0x878c 0x3239
0x878d 0x337e
0x878e 0x337d
0x878f 0x337c
0x8793 0x222e
0x8798 0x221f
0x8799 0x22bf
0x879d 0x2756
0x879e 0x261e
0x879f 0x4ff1
0x87a0 0x2000b
0x87a1 0x3402
0x87a2 0x4e28
0x87a3 0x4e2f
0x87a4 0x4e30
0x87a5 0x4e8d
0x87a6 0x4ee1
0x87a7 0x4efd
0x87a8 0x4eff
0x87a9 0x4f03
0x87aa 0x4f0b
0x87ab 0x4f60
0x87ac 0x4f48
0x87ad 0x4f49
0x87ae 0x4f56
0x87af 0x4f5f
0x87b0 0x4f6a
0x87b1 0x4f6c
0x87b2 0x4f7e
0x87b3 0x4f8a
0x87b4 0x4f94
0x87b5 0x4f97
0x87b6 0xfa30
0x87b7 0x4fc9
0x87b8 0x4fe0
0x87b9 0x5001
0x87ba 0x5002
0x87bb 0x500e
0x87bc 0x5018
0x87bd 0x5027
0x87be 0x502e
0x87bf 0x5040
0x87c0 0x503b
0x87c1 0x5041
0x87c2 0x5094
0x87c3 0x50cc
0x87c4 0x50f2
0x87c5 0x50d0
0x87c6 0x50e6
0x87c7 0xfa31
0x87c8 0x5106
0x87c9 0x5103
0x87ca 0x510b
0x87cb 0x511e
0x87cc 0x5135
0x87cd 0x514a
0x87ce 0xfa32
0x87cf 0x5155
0x87d0 0x5157
0x87d1 0x34b5
0x87d2 0x519d
0x87d3 0x51c3
0x87d4 0x51ca
0x87d5 0x51de
0x87d6 0x51e2
0x87d7 0x51ee
0x87d8 0x5201
0x87d9 0x34db
0x87da 0x5213
0x87db 0x5215
0x87dc 0x5249
0x87dd 0x5257
0x87de 0x5261
0x87df 0x5293
0x87e0 0x52c8
0x87e1 0xfa33
0x87e2 0x52cc
0x87e3 0x52d0
0x87e4 0x52d6
0x87e5 0x52db
0x87e6 0xfa34
0x87e7 0x52f0
0x87e8 0x52fb
0x87e9 0x5300
0x87ea 0x5307
0x87eb 0x531c
0x87ec 0xfa35
0x87ed 0x5361
0x87ee 0x5363
0x87ef 0x537d
0x87f0 0x5393
0x87f1 0x539d
0x87f2 0x53b2
0x87f3 0x5412
0x87f4 0x5427
0x87f5 0x544d
0x87f6 0x549c
0x87f7 0x546b
0x87f8 0x5474
0x87f9 0x547f
0x87fa 0x5488
0x87fb 0x5496
0x87fc 0x54a1
0x8840 0x54a9
0x8841 0x54c6
0x8842 0x54ff
0x8843 0x550e
0x8844 0x552b
0x8845 0x5535
0x8846 0x5550
0x8847 0x555e
0x8848 0x5581
0x8849 0x5586
0x884a 0x558e
0x884b 0xfa36
0x884c 0x55ad
0x884d 0x55ce
0x884e 0xfa37
0x884f 0x5608
0x8850 0x560e
0x8851 0x563b
0x8852 0x5649
0x8853 0x5676
0x8854 0x5666
0x8855 0xfa38
0x8856 0x566f
0x8857 0x5671
0x8858 0x5672
0x8859 0x5699
0x885a 0x569e
0x885b 0x56a9
0x885c 0x56ac
0x885d 0x56b3
0x885e 0x56c9
0x885f 0x56ca
0x8860 0x570a
0x8861 0x2123d
0x8862 0x5721
0x8863 0x572f
0x8864 0x5733
0x8865 0x5734
0x8866 0x5770
0x8867 0x5777
0x8868 0x577c
0x8869 0x579c
0x886a 0xfa0f
0x886b 0x2131b
0x886c 0x57b8
0x886d 0x57c7
0x886e 0x57c8
0x886f 0x57cf
0x8870 0x57e4
0x8871 0x57ed
0x8872 0x57f5
0x8873 0x57f6
0x8874 0x57ff
0x8875 0x5809
0x8876 0xfa10
0x8877 0x5861
0x8878 0x5864
0x8879 0xfa39
0x887a 0x587c
0x887b 0x5889
0x887c 0x589e
0x887d 0xfa3a
0x887e 0x58a9
0x8880 0x2146e
0x8881 0x58d2
0x8882 0x58ce
0x8883 0x58d4
0x8884 0x58da
0x8885 0x58e0
0x8886 0x58e9
0x8887 0x590c
0x8888 0x8641
0x8889 0x595d
0x888a 0x596d
0x888b 0x598b
0x888c 0x5992
0x888d 0x59a4
0x888e 0x59c3
0x888f 0x59d2
0x8890 0x59dd
0x8891 0x5a13
0x8892 0x5a23
0x8893 0x5a67
0x8894 0x5a6d
0x8895 0x5a77
0x8896 0x5a7e
0x8897 0x5a84
0x8898 0x5a9e
0x8899 0x5aa7
0x889a 0x5ac4
0x889b 0x218bd
0x889c 0x5b19
0x889d 0x5b25
0x889e 0x525d
0x889f 0x4e9c
0x88a0 0x5516
0x88a1 0x5a03
0x88a2 0x963f
0x88a3 0x54c0
0x88a4 0x611b
0x88a5 0x6328
0x88a6 0x59f6
0x88a7 0x9022
0x88a8 0x8475
0x88a9 0x831c
0x88aa 0x7a50
0x88ab 0x60aa
0x88ac 0x63e1
0x88ad 0x6e25
0x88ae 0x65ed
0x88af 0x8466
0x88b0 0x82a6
0x88b1 0x9bf5
0x88b2 0x6893
0x88b3 0x5727
0x88b4 0x65a1
0x88b5 0x6271
0x88b6 0x5b9b
0x88b7 0x59d0
0x88b8 0x867b
0x88b9 0x98f4
0x88ba 0x7d62
0x88bb 0x7dbe
0x88bc 0x9b8e
0x88bd 0x6216
0x88be 0x7c9f
0x88bf 0x88b7
0x88c0 0x5b89
0x88c1 0x5eb5
0x88c2 0x6309
0x88c3 0x6697
0x88c4 0x6848
0x88c5 0x95c7
0x88c6 0x978d
0x88c7 0x674f
0x88c8 0x4ee5
0x88c9 0x4f0a
0x88ca 0x4f4d
0x88cb 0x4f9d
0x88cc 0x5049
0x88cd 0x56f2
0x88ce 0x5937
0x88cf 0x59d4
0x88d0 0x5a01
0x88d1 0x5c09
0x88d2 0x60df
0x88d3 0x610f
0x88d4 0x6170
0x88d5 0x6613
0x88d6 0x6905
0x88d7 0x70ba
0x88d8 0x754f
0x88d9 0x7570
0x88da 0x79fb
0x88db 0x7dad
0x88dc 0x7def
0x88dd 0x80c3
0x88de 0x840e
0x88df 0x8863
0x88e0 0x8b02
0x88e1 0x9055
0x88e2 0x907a
0x88e3 0x533b
0x88e4 0x4e95
0x88e5 0x4ea5
0x88e6 0x57df
0x88e7 0x80b2
0x88e8 0x90c1
0x88e9 0x78ef
0x88ea 0x4e00
0x88eb 0x58f1
0x88ec 0x6ea2
0x88ed 0x9038
0x88ee 0x7a32
0x88ef 0x8328
0x88f0 0x828b
0x88f1 0x9c2f
0x88f2 0x5141
0x88f3 0x5370
0x88f4 0x54bd
0x88f5 0x54e1
0x88f6 0x56e0
0x88f7 0x59fb
0x88f8 0x5f15
0x88f9 0x98f2
0x88fa 0x6deb
0x88fb 0x80e4
0x88fc 0x852d
0x8940 0x9662
0x8941 0x9670
0x8942 0x96a0
0x8943 0x97fb
0x8944 0x540b
0x8945 0x53f3
0x8946 0x5b87
0x8947 0x70cf
0x8948 0x7fbd
0x8949 0x8fc2
0x894a 0x96e8
0x894b 0x536f
0x894c 0x9d5c
0x894d 0x7aba
0x894e 0x4e11
0x894f 0x7893
0x8950 0x81fc
0x8951 0x6e26
0x8952 0x5618
0x8953 0x5504
0x8954 0x6b1d
0x8955 0x851a
0x8956 0x9c3b
0x8957 0x59e5
0x8958 0x53a9
0x8959 0x6d66
0x895a 0x74dc
0x895b 0x958f
0x895c 0x5642
0x895d 0x4e91
0x895e 0x904b
0x895f 0x96f2
0x8960 0x834f
0x8961 0x990c
0x8962 0x53e1
0x8963 0x55b6
0x8964 0x5b30
0x8965 0x5f71
0x8966 0x6620
0x8967 0x66f3
0x8968 0x6804
0x8969 0x6c38
0x896a 0x6cf3
0x896b 0x6d29
0x896c 0x745b
0x896d 0x76c8
0x896e 0x7a4e
0x896f 0x9834
0x8970 0x82f1
0x8971 0x885b
0x8972 0x8a60
0x8973 0x92ed
0x8974 0x6db2
0x8975 0x75ab
0x8976 0x76ca
0x8977 0x99c5
0x8978 0x60a6
0x8979 0x8b01
0x897a 0x8d8a
0x897b 0x95b2
0x897c 0x698e
0x897d 0x53ad
0x897e 0x5186
0x8980 0x5712
0x8981 0x5830
0x8982 0x5944
0x8983 0x5bb4
0x8984 0x5ef6
0x8985 0x6028
0x8986 0x63a9
0x8987 0x63f4
0x8988 0x6cbf
0x8989 0x6f14
0x898a 0x708e
0x898b 0x7114
0x898c 0x7159
0x898d 0x71d5
0x898e 0x733f
0x898f 0x7e01
0x8990 0x8276
0x8991 0x82d1
0x8992 0x8597
0x8993 0x9060
0x8994 0x925b
0x8995 0x9d1b
0x8996 0x5869
0x8997 0x65bc
0x8998 0x6c5a
0x8999 0x7525
0x899a 0x51f9
0x899b 0x592e
0x899c 0x5965
0x899d 0x5f80
0x899e 0x5fdc
0x899f 0x62bc
0x89a0 0x65fa
0x89a1 0x6a2a
0x89a2 0x6b27
0x89a3 0x6bb4
0x89a4 0x738b
0x89a5 0x7fc1
0x89a6 0x8956
0x89a7 0x9d2c
0x89a8 0x9d0e
0x89a9 0x9ec4
0x89aa 0x5ca1
0x89ab 0x6c96
0x89ac 0x837b
0x89ad 0x5104
0x89ae 0x5c4b
0x89af 0x61b6
0x89b0 0x81c6
0x89b1 0x6876
0x89b2 0x7261
0x89b3 0x4e59
0x89b4 0x4ffa
0x89b5 0x5378
0x89b6 0x6069
0x89b7 0x6e29
0x89b8 0x7a4f
0x89b9 0x97f3
0x89ba 0x4e0b
0x89bb 0x5316
0x89bc 0x4eee
0x89bd 0x4f55
0x89be 0x4f3d
0x89bf 0x4fa1
0x89c0 0x4f73
0x89c1 0x52a0
0x89c2 0x53ef
0x89c3 0x5609
0x89c4 0x590f
0x89c5 0x5ac1
0x89c6 0x5bb6
0x89c7 0x5be1
0x89c8 0x79d1
0x89c9 0x6687
0x89ca 0x679c
0x89cb 0x67b6
0x89cc 0x6b4c
0x89cd 0x6cb3
0x89ce 0x706b
0x89cf 0x73c2
0x89d0 0x798d
0x89d1 0x79be
0x89d2 0x7a3c
0x89d3 0x7b87
0x89d4 0x82b1
0x89d5 0x82db
0x89d6 0x8304
0x89d7 0x8377
0x89d8 0x83ef
0x89d9 0x83d3
0x89da 0x8766
0x89db 0x8ab2
0x89dc 0x5629
0x89dd 0x8ca8
0x89de 0x8fe6
0x89df 0x904e
0x89e0 0x971e
0x89e1 0x868a
0x89e2 0x4fc4
0x89e3 0x5ce8
0x89e4 0x6211
0x89e5 0x7259
0x89e6 0x753b
0x89e7 0x81e5
0x89e8 0x82bd
0x89e9 0x86fe
0x89ea 0x8cc0
0x89eb 0x96c5
0x89ec 0x9913
0x89ed 0x99d5
0x89ee 0x4ecb
0x89ef 0x4f1a
0x89f0 0x89e3
0x89f1 0x56de
0x89f2 0x584a
0x89f3 0x58ca
0x89f4 0x5efb
0x89f5 0x5feb
0x89f6 0x602a
0x89f7 0x6094
0x89f8 0x6062
0x89f9 0x61d0
0x89fa 0x6212
0x89fb 0x62d0
0x89fc 0x6539
0x8a40 0x9b41
0x8a41 0x6666
0x8a42 0x68b0
0x8a43 0x6d77
0x8a44 0x7070
0x8a45 0x754c
0x8a46 0x7686
0x8a47 0x7d75
0x8a48 0x82a5
0x8a49 0x87f9
0x8a4a 0x958b
0x8a4b 0x968e
0x8a4c 0x8c9d
0x8a4d 0x51f1
0x8a4e 0x52be
0x8a4f 0x5916
0x8a50 0x54b3
0x8a51 0x5bb3
0x8a52 0x5d16
0x8a53 0x6168
0x8a54 0x6982
0x8a55 0x6daf
0x8a56 0x788d
0x8a57 0x84cb
0x8a58 0x8857
0x8a59 0x8a72
0x8a5a 0x93a7
0x8a5b 0x9ab8
0x8a5c 0x6d6c
0x8a5d 0x99a8
0x8a5e 0x86d9
0x8a5f 0x57a3
0x8a60 0x67ff
0x8a61 0x86ce
0x8a62 0x920e
0x8a63 0x5283
0x8a64 0x5687
0x8a65 0x5404
0x8a66 0x5ed3
0x8a67 0x62e1
0x8a68 0x64b9
0x8a69 0x683c
0x8a6a 0x6838
0x8a6b 0x6bbb
0x8a6c 0x7372
0x8a6d 0x78ba
0x8a6e 0x7a6b
0x8a6f 0x899a
0x8a70 0x89d2
0x8a71 0x8d6b
0x8a72 0x8f03
0x8a73 0x90ed
0x8a74 0x95a3
0x8a75 0x9694
0x8a76 0x9769
0x8a77 0x5b66
0x8a78 0x5cb3
0x8a79 0x697d
0x8a7a 0x984d
0x8a7b 0x984e
0x8a7c 0x639b
0x8a7d 0x7b20
0x8a7e 0x6a2b
0x8a80 0x6a7f
0x8a81 0x68b6
0x8a82 0x9c0d
0x8a83 0x6f5f
0x8a84 0x5272
0x8a85 0x559d
0x8a86 0x6070
0x8a87 0x62ec
0x8a88 0x6d3b
0x8a89 0x6e07
0x8a8a 0x6ed1
0x8a8b 0x845b
0x8a8c 0x8910
0x8a8d 0x8f44
0x8a8e 0x4e14
0x8a8f 0x9c39
0x8a90 0x53f6
0x8a91 0x691b
0x8a92 0x6a3a
0x8a93 0x9784
0x8a94 0x682a
0x8a95 0x515c
0x8a96 0x7ac3
0x8a97 0x84b2
0x8a98 0x91dc
0x8a99 0x938c
0x8a9a 0x565b
0x8a9b 0x9d28
0x8a9c 0x6822
0x8a9d 0x8305
0x8a9e 0x8431
0x8a9f 0x7ca5
0x8aa0 0x5208
0x8aa1 0x82c5
0x8aa2 0x74e6
0x8aa3 0x4e7e
0x8aa4 0x4f83
0x8aa5 0x51a0
0x8aa6 0x5bd2
0x8aa7 0x520a
0x8aa8 0x52d8
0x8aa9 0x52e7
0x8aaa 0x5dfb
0x8aab 0x559a
0x8aac 0x582a
0x8aad 0x59e6
0x8aae 0x5b8c
0x8aaf 0x5b98
0x8ab0 0x5bdb
0x8ab1 0x5e72
0x8ab2 0x5e79
0x8ab3 0x60a3
0x8ab4 0x611f
0x8ab5 0x6163
0x8ab6 0x61be
0x8ab7 0x63db
0x8ab8 0x6562
0x8ab9 0x67d1
0x8aba 0x6853
0x8abb 0x68fa
0x8abc 0x6b3e
0x8abd 0x6b53
0x8abe 0x6c57
0x8abf 0x6f22
0x8ac0 0x6f97
0x8ac1 0x6f45
0x8ac2 0x74b0
0x8ac3 0x7518
0x8ac4 0x76e3
0x8ac5 0x770b
0x8ac6 0x7aff
0x8ac7 0x7ba1
0x8ac8 0x7c21
0x8ac9 0x7de9
0x8aca 0x7f36
0x8acb 0x7ff0
0x8acc 0x809d
0x8acd 0x8266
0x8ace 0x839e
0x8acf 0x89b3
0x8ad0 0x8acc
0x8ad1 0x8cab
0x8ad2 0x9084
0x8ad3 0x9451
0x8ad4 0x9593
0x8ad5 0x9591
0x8ad6 0x95a2
0x8ad7 0x9665
0x8ad8 0x97d3
0x8ad9 0x9928
0x8ada 0x8218
0x8adb 0x4e38
0x8adc 0x542b
0x8add 0x5cb8
0x8ade 0x5dcc
0x8adf 0x73a9
0x8ae0 0x764c
0x8ae1 0x773c
0x8ae2 0x5ca9
0x8ae3 0x7feb
0x8ae4 0x8d0b
0x8ae5 0x96c1
0x8ae6 0x9811
0x8ae7 0x9854
0x8ae8 0x9858
0x8ae9 0x4f01
0x8aea 0x4f0e
0x8aeb 0x5371
0x8aec 0x559c
0x8aed 0x5668
0x8aee 0x57fa
0x8aef 0x5947
0x8af0 0x5b09
0x8af1 0x5bc4
0x8af2 0x5c90
0x8af3 0x5e0c
0x8af4 0x5e7e
0x8af5 0x5fcc
0x8af6 0x63ee
0x8af7 0x673a
0x8af8 0x65d7
0x8af9 0x65e2
0x8afa 0x671f
0x8afb 0x68cb
0x8afc 0x68c4
0x8b40 0x6a5f
0x8b41 0x5e30
0x8b42 0x6bc5
0x8b43 0x6c17
0x8b44 0x6c7d
0x8b45 0x757f
0x8b46 0x7948
0x8b47 0x5b63
0x8b48 0x7a00
0x8b49 0x7d00
0x8b4a 0x5fbd
0x8b4b 0x898f
0x8b4c 0x8a18
0x8b4d 0x8cb4
0x8b4e 0x8d77
0x8b4f 0x8ecc
0x8b50 0x8f1d
0x8b51 0x98e2
0x8b52 0x9a0e
0x8b53 0x9b3c
0x8b54 0x4e80
0x8b55 0x507d
0x8b56 0x5100
0x8b57 0x5993
0x8b58 0x5b9c
0x8b59 0x622f
0x8b5a 0x6280
0x8b5b 0x64ec
0x8b5c 0x6b3a
0x8b5d 0x72a0
0x8b5e 0x7591
0x8b5f 0x7947
0x8b60 0x7fa9
0x8b61 0x87fb
0x8b62 0x8abc
0x8b63 0x8b70
0x8b64 0x63ac
0x8b65 0x83ca
0x8b66 0x97a0
0x8b67 0x5409
0x8b68 0x5403
0x8b69 0x55ab
0x8b6a 0x6854
0x8b6b 0x6a58
0x8b6c 0x8a70
0x8b6d 0x7827
0x8b6e 0x6775
0x8b6f 0x9ecd
0x8b70 0x5374
0x8b71 0x5ba2
0x8b72 0x811a
0x8b73 0x8650
0x8b74 0x9006
0x8b75 0x4e18
0x8b76 0x4e45
0x8b77 0x4ec7
0x8b78 0x4f11
0x8b79 0x53ca
0x8b7a 0x5438
0x8b7b 0x5bae
0x8b7c 0x5f13
0x8b7d 0x6025
0x8b7e 0x6551
0x8b80 0x673d
0x8b81 0x6c42
0x8b82 0x6c72
0x8b83 0x6ce3
0x8b84 0x7078
0x8b85 0x7403
0x8b86 0x7a76
0x8b87 0x7aae
0x8b88 0x7b08
0x8b89 0x7d1a
0x8b8a 0x7cfe
0x8b8b 0x7d66
0x8b8c 0x65e7
0x8b8d 0x725b
0x8b8e 0x53bb
0x8b8f 0x5c45
0x8b90 0x5de8
0x8b91 0x62d2
0x8b92 0x62e0
0x8b93 0x6319
0x8b94 0x6e20
0x8b95 0x865a
0x8b96 0x8a31
0x8b97 0x8ddd
0x8b98 0x92f8
0x8b99 0x6f01
0x8b9a 0x79a6
0x8b9b 0x9b5a
0x8b9c 0x4ea8
0x8b9d 0x4eab
0x8b9e 0x4eac
0x8b9f 0x4f9b
0x8ba0 0x4fa0
0x8ba1 0x50d1
0x8ba2 0x5147
0x8ba3 0x7af6
0x8ba4 0x5171
0x8ba5 0x51f6
0x8ba6 0x5354
0x8ba7 0x5321
0x8ba8 0x537f
0x8ba9 0x53eb
0x8baa 0x55ac
0x8bab 0x5883
0x8bac 0x5ce1
0x8bad 0x5f37
0x8bae 0x5f4a
0x8baf 0x602f
0x8bb0 0x6050
0x8bb1 0x606d
0x8bb2 0x631f
0x8bb3 0x6559
0x8bb4 0x6a4b
0x8bb5 0x6cc1
0x8bb6 0x72c2
0x8bb7 0x72ed
0x8bb8 0x77ef
0x8bb9 0x80f8
0x8bba 0x8105
0x8bbb 0x8208
0x8bbc 0x854e
0x8bbd 0x90f7
0x8bbe 0x93e1
0x8bbf 0x97ff
0x8bc0 0x9957
0x8bc1 0x9a5a
0x8bc2 0x4ef0
0x8bc3 0x51dd
0x8bc4 0x5c2d
0x8bc5 0x6681
0x8bc6 0x696d
0x8bc7 0x5c40
0x8bc8 0x66f2
0x8bc9 0x6975
0x8bca 0x7389
0x8bcb 0x6850
0x8bcc 0x7c81
0x8bcd 0x50c5
0x8bce 0x52e4
0x8bcf 0x5747
0x8bd0 0x5dfe
0x8bd1 0x9326
0x8bd2 0x65a4
0x8bd3 0x6b23
0x8bd4 0x6b3d
0x8bd5 0x7434
0x8bd6 0x7981
0x8bd7 0x79bd
0x8bd8 0x7b4b
0x8bd9 0x7dca
0x8bda 0x82b9
0x8bdb 0x83cc
0x8bdc 0x887f
0x8bdd 0x895f
0x8bde 0x8b39
0x8bdf 0x8fd1
0x8be0 0x91d1
0x8be1 0x541f
0x8be2 0x9280
0x8be3 0x4e5d
0x8be4 0x5036
0x8be5 0x53e5
0x8be6 0x533a
0x8be7 0x72d7
0x8be8 0x7396
0x8be9 0x77e9
0x8bea 0x82e6
0x8beb 0x8eaf
0x8bec 0x99c6
0x8bed 0x99c8
0x8bee 0x99d2
0x8bef 0x5177
0x8bf0 0x611a
0x8bf1 0x865e
0x8bf2 0x55b0
0x8bf3 0x7a7a
0x8bf4 0x5076
0x8bf5 0x5bd3
0x8bf6 0x9047
0x8bf7 0x9685
0x8bf8 0x4e32
0x8bf9 0x6adb
0x8bfa 0x91e7
0x8bfb 0x5c51
0x8bfc 0x5c48
0x8c40 0x6398
0x8c41 0x7a9f
0x8c42 0x6c93
0x8c43 0x9774
0x8c44 0x8f61
0x8c45 0x7aaa
0x8c46 0x718a
0x8c47 0x9688
0x8c48 0x7c82
0x8c49 0x6817
0x8c4a 0x7e70
0x8c4b 0x6851
0x8c4c 0x936c
0x8c4d 0x52f2
0x8c4e 0x541b
0x8c4f 0x85ab
0x8c50 0x8a13
0x8c51 0x7fa4
0x8c52 0x8ecd
0x8c53 0x90e1
0x8c54 0x5366
0x8c55 0x8888
0x8c56 0x7941
0x8c57 0x4fc2
0x8c58 0x50be
0x8c59 0x5211
0x8c5a 0x5144
0x8c5b 0x5553
0x8c5c 0x572d
0x8c5d 0x73ea
0x8c5e 0x578b
0x8c5f 0x5951
0x8c60 0x5f62
0x8c61 0x5f84
0x8c62 0x6075
0x8c63 0x6176
0x8c64 0x6167
0x8c65 0x61a9
0x8c66 0x63b2
0x8c67 0x643a
0x8c68 0x656c
0x8c69 0x666f
0x8c6a 0x6842
0x8c6b 0x6e13
0x8c6c 0x7566
0x8c6d 0x7a3d
0x8c6e 0x7cfb
0x8c6f 0x7d4c
0x8c70 0x7d99
0x8c71 0x7e4b
0x8c72 0x7f6b
0x8c73 0x830e
0x8c74 0x834a
0x8c75 0x86cd
0x8c76 0x8a08
0x8c77 0x8a63
0x8c78 0x8b66
0x8c79 0x8efd
0x8c7a 0x981a
0x8c7b 0x9d8f
0x8c7c 0x82b8
0x8c7d 0x8fce
0x8c7e 0x9be8
0x8c80 0x5287
0x8c81 0x621f
0x8c82 0x6483
0x8c83 0x6fc0
0x8c84 0x9699
0x8c85 0x6841
0x8c86 0x5091
0x8c87 0x6b20
0x8c88 0x6c7a
0x8c89 0x6f54
0x8c8a 0x7a74
0x8c8b 0x7d50
0x8c8c 0x8840
0x8c8d 0x8a23
0x8c8e 0x6708
0x8c8f 0x4ef6
0x8c90 0x5039
0x8c91 0x5026
0x8c92 0x5065
0x8c93 0x517c
0x8c94 0x5238
0x8c95 0x5263
0x8c96 0x55a7
0x8c97 0x570f
0x8c98 0x5805
0x8c99 0x5acc
0x8c9a 0x5efa
0x8c9b 0x61b2
0x8c9c 0x61f8
0x8c9d 0x62f3
0x8c9e 0x6372
0x8c9f 0x691c
0x8ca0 0x6a29
0x8ca1 0x727d
0x8ca2 0x72ac
0x8ca3 0x732e
0x8ca4 0x7814
0x8ca5 0x786f
0x8ca6 0x7d79
0x8ca7 0x770c
0x8ca8 0x80a9
0x8ca9 0x898b
0x8caa 0x8b19
0x8cab 0x8ce2
0x8cac 0x8ed2
0x8cad 0x9063
0x8cae 0x9375
0x8caf 0x967a
0x8cb0 0x9855
0x8cb1 0x9a13
0x8cb2 0x9e78
0x8cb3 0x5143
0x8cb4 0x539f
0x8cb5 0x53b3
0x8cb6 0x5e7b
0x8cb7 0x5f26
0x8cb8 0x6e1b
0x8cb9 0x6e90
0x8cba 0x7384
0x8cbb 0x73fe
0x8cbc 0x7d43
0x8cbd 0x8237
0x8cbe 0x8a00
0x8cbf 0x8afa
0x8cc0 0x9650
0x8cc1 0x4e4e
0x8cc2 0x500b
0x8cc3 0x53e4
0x8cc4 0x547c
0x8cc5 0x56fa
0x8cc6 0x59d1
0x8cc7 0x5b64
0x8cc8 0x5df1
0x8cc9 0x5eab
0x8cca 0x5f27
0x8ccb 0x6238
0x8ccc 0x6545
0x8ccd 0x67af
0x8cce 0x6e56
0x8ccf 0x72d0
0x8cd0 0x7cca
0x8cd1 0x88b4
0x8cd2 0x80a1
0x8cd3 0x80e1
0x8cd4 0x83f0
0x8cd5 0x864e
0x8cd6 0x8a87
0x8cd7 0x8de8
0x8cd8 0x9237
0x8cd9 0x96c7
0x8cda 0x9867
0x8cdb 0x9f13
0x8cdc 0x4e94
0x8cdd 0x4e92
0x8cde 0x4f0d
0x8cdf 0x5348
0x8ce0 0x5449
0x8ce1 0x543e
0x8ce2 0x5a2f
0x8ce3 0x5f8c
0x8ce4 0x5fa1
0x8ce5 0x609f
0x8ce6 0x68a7
0x8ce7 0x6a8e
0x8ce8 0x745a
0x8ce9 0x7881
0x8cea 0x8a9e
0x8ceb 0x8aa4
0x8cec 0x8b77
0x8ced 0x9190
0x8cee 0x4e5e
0x8cef 0x9bc9
0x8cf0 0x4ea4
0x8cf1 0x4f7c
0x8cf2 0x4faf
0x8cf3 0x5019
0x8cf4 0x5016
0x8cf5 0x5149
0x8cf6 0x516c
0x8cf7 0x529f
0x8cf8 0x52b9
0x8cf9 0x52fe
0x8cfa 0x539a
0x8cfb 0x53e3
0x8cfc 0x5411
0x8d40 0x540e
0x8d41 0x5589
0x8d42 0x5751
0x8d43 0x57a2
0x8d44 0x597d
0x8d45 0x5b54
0x8d46 0x5b5d
0x8d47 0x5b8f
0x8d48 0x5de5
0x8d49 0x5de7
0x8d4a 0x5df7
0x8d4b 0x5e78
0x8d4c 0x5e83
0x8d4d 0x5e9a
0x8d4e 0x5eb7
0x8d4f 0x5f18
0x8d50 0x6052
0x8d51 0x614c
0x8d52 0x6297
0x8d53 0x62d8
0x8d54 0x63a7
0x8d55 0x653b
0x8d56 0x6602
0x8d57 0x6643
0x8d58 0x66f4
0x8d59 0x676d
0x8d5a 0x6821
0x8d5b 0x6897
0x8d5c 0x69cb
0x8d5d 0x6c5f
0x8d5e 0x6d2a
0x8d5f 0x6d69
0x8d60 0x6e2f
0x8d61 0x6e9d
0x8d62 0x7532
0x8d63 0x7687
0x8d64 0x786c
0x8d65 0x7a3f
0x8d66 0x7ce0
0x8d67 0x7d05
0x8d68 0x7d18
0x8d69 0x7d5e
0x8d6a 0x7db1
0x8d6b 0x8015
0x8d6c 0x8003
0x8d6d 0x80af
0x8d6e 0x80b1
0x8d6f 0x8154
0x8d70 0x818f
0x8d71 0x822a
0x8d72 0x8352
0x8d73 0x884c
0x8d74 0x8861
0x8d75 0x8b1b
0x8d76 0x8ca2
0x8d77 0x8cfc
0x8d78 0x90ca
0x8d79 0x9175
0x8d7a 0x9271
0x8d7b 0x783f
0x8d7c 0x92fc
0x8d7d 0x95a4
0x8d7e 0x964d
0x8d80 0x9805
0x8d81 0x9999
0x8d82 0x9ad8
0x8d83 0x9d3b
0x8d84 0x525b
0x8d85 0x52ab
0x8d86 0x53f7
0x8d87 0x5408
0x8d88 0x58d5
0x8d89 0x62f7
0x8d8a 0x6fe0
0x8d8b 0x8c6a
0x8d8c 0x8f5f
0x8d8d 0x9eb9
0x8d8e 0x514b
0x8d8f 0x523b
0x8d90 0x544a
0x8d91 0x56fd
0x8d92 0x7a40
0x8d93 0x9177
0x8d94 0x9d60
